0,1,223,-0.000244,-1.000000
2,3,223,-0.000244,-0.000000
4,5,228,-0.000244,-1.000000
6,7,228,-0.000244,-0.000000
8,9,223,-0.000244,-1.000000
10,11,223,-0.000244,-0.000000
12,13,222,-0.000244,-1.000000
14,15,222,-0.000244,-0.000000
16,17,228,-0.000244,-1.000000
18,19,228,-0.000244,-0.000000
20,21,221,-0.000244,-1.000000
22,23,221,-0.000244,-0.000000
24,25,229,-0.000244,-1.000000
26,27,229,-0.000244,-0.000000
28,29,220,-0.000244,-1.000000
30,31,220,-0.000244,-0.000000
32,33,225,-0.000244,-1.000000
34,35,225,-0.000244,-0.000000
36,37,223,-0.000244,-1.000000
38,39,223,-0.000244,-0.000000
40,41,225,-0.000244,-1.000000
42,43,225,-0.000244,-0.000000
44,45,225,-0.000244,-1.000000
46,47,225,-0.000244,-0.000000
48,49,227,-0.000244,-1.000000
50,51,224,-0.000244,-1.000000
52,53,224,-0.000244,-0.000000
54,55,227,-0.000244,-0.000000
56,57,220,-0.000244,-1.000000
58,59,220,-0.000244,-0.000000
60,61,222,-0.000244,-1.000000
62,63,222,-0.000244,-0.000000
64,65,229,-0.000244,-1.000000
66,67,229,-0.000244,-0.000000
68,69,229,-0.000244,-1.000000
70,71,229,-0.000244,-0.000000
72,73,222,-0.000244,-1.000000
74,75,222,-0.000244,-0.000000
76,77,224,-0.000244,-1.000000
78,79,225,-0.000244,-1.000000
80,81,225,-0.000244,-0.000000
82,83,224,-0.000244,-0.000000
84,85,227,-0.000244,-1.000000
86,87,227,-0.000244,-0.000000
88,89,220,-0.000244,-1.000000
90,91,220,-0.000244,-0.000000
92,93,226,-0.000244,-1.000000
94,95,226,-0.000244,-0.000000
96,97,220,-0.000244,-1.000000
98,99,220,-0.000244,-0.000000
100,101,226,-0.000244,-1.000000
102,103,226,-0.000244,-0.000000
104,105,221,-0.000244,-1.000000
106,107,221,-0.000244,-0.000000
108,109,227,-0.000244,-1.000000
110,111,227,-0.000244,-0.000000
112,113,223,-0.000244,-1.000000
114,115,223,-0.000244,-0.000000
116,117,224,-0.000244,-1.000000
118,119,224,-0.000244,-0.000000
120,121,229,-0.000244,-1.000000
122,123,229,-0.000244,-0.000000
124,125,224,-0.000244,-1.000000
126,127,224,-0.000244,-0.000000
128,129,220,-0.000244,-1.000000
130,131,220,-0.000244,-0.000000
132,133,225,-0.000244,-1.000000
134,135,225,-0.000244,-0.000000
136,137,222,-0.000244,-1.000000
138,139,222,-0.000244,-0.000000
140,141,226,-0.000244,-1.000000
142,143,226,-0.000244,-0.000000
144,145,227,-0.000244,-1.000000
146,147,227,-0.000244,-0.000000
148,149,220,-0.000244,-1.000000
150,151,220,-0.000244,-0.000000
152,153,226,-0.000244,-1.000000
154,155,226,-0.000244,-0.000000
156,157,221,-0.000244,-1.000000
158,159,221,-0.000244,-0.000000
160,161,225,-0.000244,-1.000000
162,163,224,-0.000244,-1.000000
164,165,225,-0.000244,-1.000000
166,167,227,-0.000244,-1.000000
168,169,228,-0.000244,-1.000000
170,171,228,-0.000244,-0.000000
172,173,227,-0.000244,-0.000000
174,175,224,-0.000244,-0.000000
176,177,225,-0.000244,-0.000000
178,179,225,-0.000244,-0.000000
180,181,224,-0.000244,-1.000000
182,183,222,-0.000244,-1.000000
184,185,224,-0.000244,-0.000000
186,187,222,-0.000244,-0.000000
188,189,223,-0.000244,-1.000000
190,191,225,-0.000244,-1.000000
192,193,225,-0.000244,-0.000000
194,195,223,-0.000244,-0.000000
196,197,220,-0.000244,-1.000000
198,199,224,-0.000244,-1.000000
200,201,226,-0.000244,-1.000000
202,203,223,-0.000244,-1.000000
204,205,224,-0.000244,-1.000000
206,207,226,-0.000244,-0.000000
208,209,224,-0.000244,-0.000000
210,211,220,-0.000244,-0.000000
212,213,223,-0.000244,-0.000000
214,215,224,-0.000244,-0.000000
216,217,227,-0.000244,-1.000000
218,219,229,-0.000244,-1.000000
220,221,220,-0.000244,-1.000000
222,223,222,-0.000244,-1.000000
224,225,220,-0.000244,-0.000000
226,227,227,-0.000244,-0.000000
228,229,229,-0.000244,-0.000000
230,231,222,-0.000244,-0.000000
232,233,226,-0.000244,-1.000000
234,235,223,-0.000244,-1.000000
236,237,226,-0.000244,-0.000000
238,239,223,-0.000244,-0.000000
240,241,229,-0.000244,-1.000000
242,243,229,-0.000244,-0.000000
244,245,224,-0.000244,-1.000000
246,247,227,-0.000244,-1.000000
248,249,220,-0.000244,-1.000000
250,251,227,-0.000244,-1.000000
252,253,227,-0.000244,-1.000000
254,255,224,-0.000244,-0.000000
256,257,227,-0.000244,-0.000000
258,259,220,-0.000244,-0.000000
260,261,227,-0.000244,-0.000000
262,263,227,-0.000244,-0.000000
264,265,221,-0.000244,-1.000000
266,267,221,-0.000244,-0.000000
268,269,229,-0.000244,-1.000000
270,271,224,-0.000244,-1.000000
272,273,222,-0.000244,-1.000000
274,275,225,-0.000244,-1.000000
276,277,228,-0.000244,-1.000000
278,279,222,-0.000244,-0.000000
280,281,229,-0.000244,-0.000000
282,283,225,-0.000244,-0.000000
284,285,224,-0.000244,-0.000000
286,287,228,-0.000244,-0.000000
288,289,224,-0.000244,-1.000000
290,291,226,-0.000244,-1.000000
292,293,224,-0.000244,-0.000000
294,295,226,-0.000244,-0.000000
296,297,228,-0.000244,-1.000000
298,299,223,-0.000244,-1.000000
300,301,224,-0.000244,-1.000000
302,303,223,-0.000488,-1.000000
304,305,228,-0.000244,-1.000000
306,307,229,-0.000244,-1.000000
308,309,222,-0.000244,-1.000000
310,311,229,-0.000244,-0.000000
312,313,222,-0.000244,-0.000000
314,315,228,-0.000244,-0.000000
316,317,223,-0.000488,-1.000000
318,319,228,-0.000244,-0.000000
320,321,224,-0.000244,-0.000000
322,323,223,-0.000244,-0.000000
324,325,222,-0.000244,-1.000000
326,327,221,-0.000244,-1.000000
328,329,223,-0.000244,-1.000000
330,331,221,-0.000244,-1.000000
332,333,227,-0.000244,-1.000000
334,335,223,-0.000244,-1.000000
336,337,227,-0.000244,-0.000000
338,339,223,-0.000244,-0.000000
340,341,221,-0.000244,-0.000000
342,343,222,-0.000244,-0.000000
344,345,221,-0.000244,-0.000000
346,347,223,-0.000244,-0.000000
348,349,222,-0.000244,-1.000000
350,351,220,-0.000244,-1.000000
352,353,225,-0.000244,-1.000000
354,355,226,-0.000244,-1.000000
356,357,220,-0.000244,-1.000000
358,359,221,-0.000244,-1.000000
360,361,220,-0.000244,-0.000000
362,363,222,-0.000244,-0.000000
364,365,225,-0.000244,-0.000000
366,367,221,-0.000244,-0.000000
368,369,226,-0.000244,-0.000000
370,371,220,-0.000244,-0.000000
372,373,225,-0.000244,-1.000000
374,375,225,-0.000244,-0.000000
376,377,226,-0.000244,-1.000000
378,379,220,-0.000244,-1.000000
380,381,223,-0.000244,-1.000000
382,383,223,-0.000244,-0.000000
384,385,226,-0.000244,-0.000000
386,387,220,-0.000244,-0.000000
388,389,225,-0.000244,-1.000000
390,391,227,-0.000244,-1.000000
392,393,223,-0.000244,-1.000000
394,395,222,-0.000244,-1.000000
396,397,225,-0.000244,-0.000000
398,399,227,-0.000244,-0.000000
400,401,223,-0.000244,-0.000000
402,403,222,-0.000244,-0.000000
404,405,222,-0.000244,-1.000000
406,407,223,-0.000244,-1.000000
408,409,224,-0.000244,-1.000000
410,411,229,-0.000244,-1.000000
412,413,228,-0.000244,-1.000000
414,415,225,-0.000244,-1.000000
416,417,224,-0.000488,-1.000000
418,419,223,-0.000244,-0.000000
420,421,229,-0.000244,-0.000000
422,423,225,-0.000244,-0.000000
424,425,222,-0.000244,-0.000000
426,427,228,-0.000244,-0.000000
428,429,224,-0.000488,-1.000000
430,431,224,-0.000244,-0.000000
432,433,225,-0.000244,-1.000000
434,435,223,-0.000244,-1.000000
436,437,225,-0.000244,-1.000000
438,439,220,-0.000244,-1.000000
440,441,225,-0.000244,-0.000000
442,443,225,-0.000244,-0.000000
444,445,223,-0.000244,-0.000000
446,447,220,-0.000244,-0.000000
448,449,223,-0.000244,-1.000000
450,451,223,-0.000244,-0.000000
452,453,224,-0.000244,-1.000000
454,455,224,-0.000244,-0.000000
456,457,228,-0.000244,-1.000000
458,459,228,-0.000244,-1.000000
460,461,229,-0.000244,-1.000000
462,463,226,-0.000244,-1.000000
464,465,228,-0.000244,-1.000000
466,467,229,-0.000244,-0.000000
468,469,228,-0.000244,-0.000000
470,471,226,-0.000244,-0.000000
472,473,228,-0.000244,-0.000000
474,475,228,-0.000488,-1.000000
476,477,229,-0.000244,-1.000000
478,479,224,-0.000244,-1.000000
480,481,220,-0.000244,-1.000000
482,483,229,-0.000244,-1.000000
484,485,228,-0.000244,-1.000000
486,487,223,-0.000244,-1.000000
488,489,228,-0.000244,-1.000000
490,491,220,-0.000244,-0.000000
492,493,229,-0.000244,-0.000000
494,495,229,-0.000244,-0.000000
496,497,223,-0.000244,-0.000000
498,499,224,-0.000244,-0.000000
500,501,228,-0.000244,-0.000000
502,503,228,-0.000244,-0.000000
504,505,221,-0.000244,-1.000000
506,507,223,-0.000244,-1.000000
508,509,227,-0.000244,-1.000000
510,511,223,-0.000244,-1.000000
512,513,227,-0.000244,-0.000000
514,515,223,-0.000244,-0.000000
516,517,221,-0.000244,-0.000000
518,519,223,-0.000244,-0.000000
520,521,226,-0.000244,-1.000000
522,523,222,-0.000244,-1.000000
524,525,226,-0.000244,-1.000000
526,527,226,-0.000244,-0.000000
528,529,222,-0.000244,-0.000000
530,531,226,-0.000244,-0.000000
532,533,221,-0.000244,-1.000000
534,535,220,-0.000244,-1.000000
536,537,227,-0.000244,-1.000000
538,539,220,-0.000244,-0.000000
540,541,227,-0.000244,-0.000000
542,543,221,-0.000244,-0.000000
544,545,220,-0.000244,-1.000000
546,547,227,-0.000244,-1.000000
548,549,226,-0.000244,-1.000000
550,551,226,-0.000244,-0.000000
552,553,220,-0.000244,-0.000000
554,555,227,-0.000244,-0.000000
556,557,229,-0.000244,-1.000000
558,559,229,-0.000244,-0.000000
560,561,220,-0.000244,-1.000000
562,563,229,-0.000244,-1.000000
564,565,226,-0.000244,-1.000000
566,567,220,-0.000244,-0.000000
568,569,226,-0.000244,-0.000000
570,571,229,-0.000244,-0.000000
572,573,225,-0.000244,-1.000000
574,575,224,-0.000244,-1.000000
576,577,225,-0.000244,-1.000000
578,579,229,-0.000244,-1.000000
580,581,225,-0.000244,-0.000000
582,583,225,-0.000244,-0.000000
584,585,229,-0.000244,-0.000000
586,587,224,-0.000244,-0.000000
588,589,226,-0.000244,-1.000000
590,591,223,-0.000244,-1.000000
592,593,222,-0.000244,-1.000000
594,595,229,-0.000244,-1.000000
596,597,226,-0.000244,-1.000000
598,599,220,-0.000244,-1.000000
600,601,222,-0.000244,-0.000000
602,603,226,-0.000244,-0.000000
604,605,229,-0.000244,-0.000000
606,607,223,-0.000244,-0.000000
608,609,220,-0.000244,-0.000000
610,611,226,-0.000244,-0.000000
612,613,223,-0.000244,-1.000000
614,615,223,-0.000244,-1.000000
616,617,228,-0.000244,-1.000000
618,619,223,-0.000244,-0.000000
620,621,223,-0.000244,-0.000000
622,623,228,-0.000244,-0.000000
624,625,224,-0.000244,-1.000000
626,627,227,-0.000244,-1.000000
628,629,221,-0.000244,-1.000000
630,631,221,-0.000488,-1.000000
632,633,221,-0.000488,-1.000000
634,635,221,-0.000244,-0.000000
636,637,224,-0.000244,-0.000000
638,639,227,-0.000244,-0.000000
640,641,225,-0.000244,-1.000000
642,643,223,-0.000244,-1.000000
644,645,227,-0.000244,-1.000000
646,647,225,-0.000244,-0.000000
648,649,223,-0.000244,-0.000000
650,651,227,-0.000244,-0.000000
652,653,224,-0.000244,-1.000000
654,655,224,-0.000244,-1.000000
656,657,220,-0.000244,-1.000000
658,659,227,-0.000244,-1.000000
660,661,224,-0.000244,-0.000000
662,663,227,-0.000244,-0.000000
664,665,220,-0.000244,-0.000000
666,667,224,-0.000244,-0.000000
668,669,226,-0.000244,-1.000000
670,671,224,-0.000244,-1.000000
672,673,225,-0.000244,-1.000000
674,675,224,-0.000244,-1.000000
676,677,229,-0.000244,-1.000000
678,679,226,-0.000244,-1.000000
680,681,223,-0.000244,-1.000000
682,683,226,-0.000244,-0.000000
684,685,224,-0.000244,-0.000000
686,687,223,-0.000244,-0.000000
688,689,226,-0.000244,-0.000000
690,691,229,-0.000244,-0.000000
692,693,225,-0.000244,-0.000000
694,695,224,-0.000244,-0.000000
696,697,224,-0.000244,-1.000000
698,699,225,-0.000244,-1.000000
700,701,225,-0.000244,-1.000000
702,703,228,-0.000244,-1.000000
704,705,229,-0.000244,-1.000000
706,707,221,-0.000244,-1.000000
708,709,220,-0.000244,-1.000000
710,711,229,-0.000244,-0.000000
712,713,224,-0.000244,-0.000000
714,715,225,-0.000244,-0.000000
716,717,220,-0.000244,-0.000000
718,719,221,-0.000244,-0.000000
720,721,228,-0.000244,-0.000000
722,723,225,-0.000244,-0.000000
724,725,222,-0.000244,-1.000000
726,727,223,-0.000244,-1.000000
728,729,221,-0.000244,-1.000000
730,731,223,-0.000244,-1.000000
732,733,228,-0.000244,-1.000000
734,735,224,-0.000244,-1.000000
736,737,228,-0.000244,-0.000000
738,739,223,-0.000244,-0.000000
740,741,223,-0.000244,-0.000000
742,743,222,-0.000244,-0.000000
744,745,224,-0.000244,-0.000000
746,747,221,-0.000244,-0.000000
748,749,226,-0.000244,-1.000000
750,751,226,-0.000244,-0.000000
752,753,222,-0.000244,-1.000000
754,755,227,-0.000244,-1.000000
756,757,227,-0.000244,-1.000000
758,759,228,-0.000244,-1.000000
760,761,229,-0.000244,-1.000000
762,763,228,-0.000244,-1.000000
764,765,225,-0.000244,-1.000000
766,767,228,-0.000244,-0.000000
768,769,225,-0.000244,-0.000000
770,771,228,-0.000244,-0.000000
772,773,222,-0.000244,-0.000000
774,775,227,-0.000244,-0.000000
776,777,227,-0.000244,-0.000000
778,779,229,-0.000244,-0.000000
780,781,225,-0.000244,-1.000000
782,783,220,-0.000244,-1.000000
784,785,228,-0.000244,-1.000000
786,787,223,-0.000244,-1.000000
788,789,224,-0.000244,-1.000000
790,791,228,-0.000244,-0.000000
792,793,225,-0.000244,-0.000000
794,795,220,-0.000244,-0.000000
796,797,223,-0.000244,-0.000000
798,799,224,-0.000244,-0.000000
800,801,221,-0.000244,-1.000000
802,803,223,-0.000244,-1.000000
804,805,221,-0.000244,-0.000000
806,807,223,-0.000244,-0.000000
808,809,226,-0.000244,-1.000000
810,811,221,-0.000244,-1.000000
812,813,226,-0.000244,-1.000000
814,815,221,-0.000488,-1.000000
816,817,220,-0.000244,-1.000000
818,819,226,-0.000244,-1.000000
820,821,221,-0.000488,-1.000000
822,823,220,-0.000244,-0.000000
824,825,226,-0.000244,-0.000000
826,827,226,-0.000244,-0.000000
828,829,226,-0.000488,-1.000000
830,831,221,-0.000244,-0.000000
832,833,221,-0.000488,-1.000000
834,835,221,-0.000244,-0.000000
836,837,227,-0.000244,-1.000000
838,839,223,-0.000244,-1.000000
840,841,228,-0.000244,-1.000000
842,843,227,-0.000244,-1.000000
844,845,226,-0.000244,-1.000000
846,847,223,-0.000244,-1.000000
848,849,224,-0.000488,-1.000000
850,851,223,-0.000244,-0.000000
852,853,223,-0.000244,-0.000000
854,855,227,-0.000244,-0.000000
856,857,228,-0.000244,-0.000000
858,859,226,-0.000244,-0.000000
860,861,227,-0.000488,-1.000000
862,863,224,-0.000244,-0.000000
864,865,226,-0.000244,-1.000000
866,867,225,-0.000244,-1.000000
868,869,220,-0.000244,-1.000000
870,871,228,-0.000244,-1.000000
872,873,221,-0.000244,-1.000000
874,875,223,-0.000244,-1.000000
876,877,220,-0.000244,-0.000000
878,879,221,-0.000244,-0.000000
880,881,228,-0.000244,-0.000000
882,883,226,-0.000244,-0.000000
884,885,223,-0.000244,-0.000000
886,887,225,-0.000244,-0.000000
888,889,227,-0.000244,-1.000000
890,891,226,-0.000244,-1.000000
892,893,228,-0.000244,-1.000000
894,895,225,-0.000244,-1.000000
896,897,225,-0.000244,-1.000000
898,899,226,-0.000244,-1.000000
900,901,226,-0.000244,-0.000000
902,903,226,-0.000244,-0.000000
904,905,225,-0.000244,-0.000000
906,907,228,-0.000244,-0.000000
908,909,227,-0.000244,-0.000000
910,911,225,-0.000244,-0.000000
912,913,227,-0.000244,-1.000000
914,915,227,-0.000244,-0.000000
916,917,227,-0.000244,-1.000000
918,919,220,-0.000244,-1.000000
920,921,228,-0.000244,-1.000000
922,923,223,-0.000244,-1.000000
924,925,228,-0.000244,-0.000000
926,927,227,-0.000244,-0.000000
928,929,223,-0.000244,-0.000000
930,931,220,-0.000244,-0.000000
932,933,221,-0.000244,-1.000000
934,935,229,-0.000244,-1.000000
936,937,229,-0.000244,-0.000000
938,939,221,-0.000244,-0.000000
940,941,229,-0.000244,-1.000000
942,943,229,-0.000244,-1.000000
944,945,227,-0.000244,-1.000000
946,947,227,-0.000488,-1.000000
948,949,224,-0.000244,-1.000000
950,951,224,-0.000244,-0.000000
952,953,229,-0.000244,-0.000000
954,955,227,-0.000488,-1.000000
956,957,229,-0.000244,-0.000000
958,959,227,-0.000244,-0.000000
960,961,223,-0.000244,-1.000000
962,963,223,-0.000244,-0.000000
964,965,228,-0.000244,-1.000000
966,967,221,-0.000244,-1.000000
968,969,228,-0.000488,-1.000000
970,971,223,-0.000244,-1.000000
972,973,227,-0.000244,-1.000000
974,975,224,-0.000244,-1.000000
